date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:10:23	1186/1186	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2010:40:22%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2011/	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2011/index.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/)
16:10:23	1186/1186	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2010:40:22%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2012/	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2012/index.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/)
16:10:23	1186/1186	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2010:40:22%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2013/	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2013/index.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/)
16:10:24	1186/1186	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2010:40:23%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2014/	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2014/index.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/)
16:10:24	1186/1186	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2010:40:23%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2015/	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2015/index.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/)
16:10:24	1186/1186	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2010:40:23%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2016/	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2016/index.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/)
16:10:24	1186/1186	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2010:40:24%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2017/	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2017/index.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/)
16:10:25	992/992	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2010:40:24%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2018/	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2018/index.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/)
16:10:25	992/992	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2010:40:24%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2019/	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2019/index.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/)
16:10:25	992/992	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2010:40:24%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2020/	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2020/index.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/)
16:10:26	1202/1202	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2010:40:25%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2021/	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2021/index.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/)
16:10:26	1208/1208	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2010:40:25%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2023/	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2023/index.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/)
16:10:26	4200/4200	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2010:40:25%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/?C=N;O=A	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/indexb70a.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/?C=N;O=D)
16:10:27	4200/4200	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2010:40:26%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/?C=M;O=D	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/index72c9.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/?C=M;O=A)
16:10:27	4200/4200	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2010:40:26%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/?C=S;O=D	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/index5851.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/?C=S;O=A)
16:10:27	4200/4200	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2010:40:26%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/?C=D;O=D	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/indexad3f.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/?C=D;O=A)
16:10:27	1186/1186	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2010:40:27%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2004/?C=N;O=D	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2004/indexc052.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2004/)
16:10:28	1186/1186	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2010:40:27%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2004/?C=M;O=A	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2004/indexf8a0.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2004/)
16:10:28	1186/1186	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2010:40:27%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2004/?C=S;O=A	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2004/indexbfec.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2004/)
16:10:28	1186/1186	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2010:40:27%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2004/?C=D;O=A	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2004/index30b5.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2004/)
16:10:29	3649/3649	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2010:40:28%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2004/Spring/	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2004/Spring/index.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2004/)
16:10:29	3665/3665	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2010:40:28%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2004/Summer/	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2004/Summer/index.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2004/)
16:10:29	1186/1186	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2010:40:28%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2006/?C=N;O=D	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2006/indexc052.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2006/)
16:10:30	1186/1186	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2010:40:29%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2006/?C=M;O=A	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2006/indexf8a0.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2006/)
16:10:30	1186/1186	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2010:40:29%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2006/?C=S;O=A	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2006/indexbfec.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2006/)
16:10:30	1186/1186	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2010:40:29%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2006/?C=D;O=A	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2006/index30b5.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2006/)
16:10:30	5637/5637	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2010:40:29%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2006/Spring/	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2006/Spring/index.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2006/)
16:10:31	4747/4747	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2010:40:30%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2006/Summer/	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2006/Summer/index.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2006/)
16:10:31	1186/1186	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2010:40:30%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2007/?C=N;O=D	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2007/indexc052.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2007/)
16:10:31	1186/1186	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2010:40:30%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2007/?C=M;O=A	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2007/indexf8a0.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2007/)
16:10:32	1186/1186	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2010:40:31%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2007/?C=S;O=A	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2007/indexbfec.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2007/)
16:10:32	1186/1186	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2010:40:31%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2007/?C=D;O=A	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2007/index30b5.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2007/)
16:10:32	8517/8517	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2010:40:31%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2007/Spring/	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2007/Spring/index.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2007/)
16:10:33	1205/1205	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2010:40:32%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2007/Summer/	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2007/Summer/index.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2007/)
16:10:33	1186/1186	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2010:40:32%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2008/?C=N;O=D	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2008/indexc052.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2008/)
16:10:33	1186/1186	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2010:40:32%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2008/?C=M;O=A	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2008/indexf8a0.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2008/)
16:10:33	1186/1186	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2010:40:32%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2008/?C=S;O=A	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2008/indexbfec.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2008/)
16:10:34	1186/1186	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2010:40:33%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2008/?C=D;O=A	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2008/index30b5.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2008/)
16:10:34	1927/1927	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2010:40:33%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2008/Spring/	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2008/Spring/index.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2008/)
16:10:34	1205/1205	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2010:40:33%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2008/Summer/	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2008/Summer/index.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2008/)
16:10:34	1186/1186	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2010:40:34%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2009/?C=N;O=D	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2009/indexc052.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2009/)
16:10:35	276/276	---M--	200	added ('OK')	image/gif	etag:%22114-3e9564c23b600%22	http://mstl.atl.calpoly.edu/icons/layout.gif	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/icons/layout.gif	(from http://mstl.atl.calpoly.edu/~workshop/archive/2004/Spring/)
16:10:35	1186/1186	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2010:40:34%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2009/?C=M;O=A	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2009/indexf8a0.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2009/)
16:10:35	1186/1186	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2010:40:35%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2009/?C=S;O=A	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2009/indexbfec.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2009/)
16:10:37	1186/1186	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2010:40:35%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2009/?C=D;O=A	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2009/index30b5.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2009/)
16:10:37	4003/4003	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2010:40:35%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2009/Spring/	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2009/Spring/index.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2009/)
16:10:37	1205/1205	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2010:40:36%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2009/Summer/	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2009/Summer/index.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2009/)
16:10:37	1186/1186	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2010:40:36%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2010/?C=N;O=D	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2010/indexc052.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2010/)
16:10:38	1186/1186	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2010:40:37%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2010/?C=M;O=A	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2010/indexf8a0.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2010/)
16:10:38	1186/1186	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2010:40:38%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2010/?C=S;O=A	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2010/indexbfec.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2010/)
16:11:12	207158/207158	---M--	200	added ('OK')	application/pdf	etag:%2232936-52e205b87a240%22	http://mstl.atl.calpoly.edu/~workshop/archive/2004/Spring/02a-Day(PolySat)-Electronic%20Systems.pdf	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2004/Spring/02a-Day(PolySat)-Electronic%20Systems.pdf	(from http://mstl.atl.calpoly.edu/~workshop/archive/2004/Spring/)
16:11:13	1186/1186	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2010:41:12%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2010/?C=D;O=A	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2010/index30b5.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2010/)
16:11:57	540448/540448	---M--	200	added ('OK')	application/pdf	etag:%2283f20-52e2057a7d000%22	http://mstl.atl.calpoly.edu/~workshop/archive/2004/Spring/01a-Clark-AMSAT.pdf	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2004/Spring/01a-Clark-AMSAT.pdf	(from http://mstl.atl.calpoly.edu/~workshop/archive/2004/Spring/)
16:11:58	1813/1813	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2010:41:57%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2010/Spring/	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2010/Spring/index.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2010/)
16:12:02	535160/535160	---M--	200	added ('OK')	application/pdf	etag:%2282a78-52e2059348a80%22	http://mstl.atl.calpoly.edu/~workshop/archive/2004/Spring/01b-NASA-In%20Situ%20Genetics.pdf	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2004/Spring/01b-NASA-In%20Situ%20Genetics.pdf	(from http://mstl.atl.calpoly.edu/~workshop/archive/2004/Spring/)
16:12:03	6421/6421	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2010:42:02%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2010/Summer/	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2010/Summer/index.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2010/)
16:12:13	593606/593606	---M--	200	added ('OK')	application/pdf	etag:%2290ec6-52e205aef0bc0%22	http://mstl.atl.calpoly.edu/~workshop/archive/2004/Spring/01c-Cutler(Stanford)-Global%20CubeSat.pdf	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2004/Spring/01c-Cutler(Stanford)-Global%20CubeSat.pdf	(from http://mstl.atl.calpoly.edu/~workshop/archive/2004/Spring/)
16:12:13	1186/1186	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2010:42:12%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2011/?C=N;O=D	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2011/indexc052.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2011/)
16:13:32	586415/586415	---M--	200	added ('OK')	application/pdf	etag:%228f2af-52e205ce69600%22	http://mstl.atl.calpoly.edu/~workshop/archive/2004/Spring/02c-Villa(Kansas)-KUTESat.pdf	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2004/Spring/02c-Villa(Kansas)-KUTESat.pdf	(from http://mstl.atl.calpoly.edu/~workshop/archive/2004/Spring/)
16:13:33	1186/1186	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2010:43:32%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2011/?C=M;O=A	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2011/indexf8a0.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2011/)
16:14:25	812093/812093	---M--	200	added ('OK')	application/pdf	etag:%22c643d-52e205cf5d840%22	http://mstl.atl.calpoly.edu/~workshop/archive/2004/Spring/03c-Miau(Taiwan)-PACE.pdf	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2004/Spring/03c-Miau(Taiwan)-PACE.pdf	(from http://mstl.atl.calpoly.edu/~workshop/archive/2004/Spring/)
16:14:26	1186/1186	---M-Z	200	added ('OK')	text/html	date:Mon,%2013%20Nov%202023%2010:44:25%20GMT	http://mstl.atl.calpoly.edu/~workshop/archive/2011/?C=S;O=A	C:/My%20Web%20Sites/cal-poly/mstl.atl.calpoly.edu/_workshop/archive/2011/indexbfec.html	(from http://mstl.atl.calpoly.edu/~workshop/archive/2011/)
